150.24,200.34
151.00,199.75
149.75,201.25
152.50,202.00
153.00,203.50
154.25,204.75
155.00,205.50
156.75,206.00
157.50,207.50
158.00,208.25
159.25,209.50
160.00,210.75
161.25,211.00
162.50,212.25
163.00,213.50
164.25,214.75
165.00,215.50
166.50,216.75
167.75,218.00
168.25,219.25
169.00,220.50
170.50,221.75
171.25,223.00
172.50,224.25
173.75,225.50
174.00,226.75
175.25,227.50
176.00,228.25
177.50,229.00
178.00,230.50
179.25,231.75
180.00,233.00
181.50,234.25
182.00,235.50
183.25,236.75
184.50,238.00
185.00,239.25
186.50,240.50
187.75,241.75
188.25,243.00
189.00,244.50
190.50,245.75
191.25,247.00
192.75,248.25
193.00,249.50
194.25,250.75
195.50,252.00
196.00,253.50
197.25,254.75
198.50,256.00
199.00,257.25
200.50,258.50
201.75,259.75
202.25,261.00
203.00,262.25
204.25,263.50
205.50,264.75
206.00,266.00
207.25,267.25
208.50,268.50
209.75,269.75
210.25,271.00
211.50,272.25
212.75,273.50
213.00,274.75
214.25,276.00
215.50,277.25
216.00,278.50
217.50,279.75
218.75,281.00
219.25,282.25
220.50,283.50
221.75,284.75
222.00,286.00
223.50,287.25
224.00,288.50
225.25,289.75
226.50,291.00
227.75,292.25
228.00,293.50
229.50,294.75
230.75,296.00
231.25,297.25
232.50,298.50
233.75,299.75
234.00,301.00
235.50,302.25
236.25,303.50
237.50,304.75
238.75,306.00
239.00,307.25
240.50,308.50
241.75,309.75
242.25,311.00
243.50,312.25
244.75,313.50
245.00,314.75
246.50,316.00
247.25,317.25
248.50,318.50
249.75,319.75
250.00,321.00
251.50,322.25
252.25,323.50
253.50,324.75
254.75,326.00
255.00,327.25
256.50,328.50
257.75,329.75
258.25,331.00
259.50,332.25
260.75,333.50
261.00,334.75
262.50,336.00
263.25,337.25
264.50,338.50
265.75,339.75
266.00,341.00
267.50,342.25
268.25,343.50
269.50,344.75
270.75,346.00
271.00,347.25
272.50,348.50
273.75,349.75
274.25,351.00
275.50,352.25
276.75,353.50
277.00,354.75
278.50,356.00
279.25,357.25
280.50,358.50
281.75,359.75
282.00,361.00
283.50,362.25
284.25,363.50
285.50,364.75
286.75,366.00
287.00,367.25
288.50,368.50
289.75,369.75
290.25,371.00
291.50,372.25
292.75,373.50
293.00,374.75
294.50,376.00
295.25,377.25
296.50,378.50
297.75,379.75
298.00,381.00
299.50,382.25
300.25,383.50
301.50,384.75
302.75,386.00
303.00,387.25
304.50,388.50
305.75,389.75
306.25,391.00
307.50,392.25
308.75,393.50
309.00,394.75
310.50,396.00
311.25,397.25
312.50,398.50
313.75,399.75
314.00,401.00
315.50,402.25
316.25,403.50
317.50,404.75
318.75,406.00
319.00,407.25
320.50,408.50
321.75,409.75
322.25,411.00
323.50,412.25
324.75,413.50
325.00,414.75
326.50,416.00
327.25,417.25
328.50,418.50
329.75,419.75
330.00,421.00
331.50,422.25
332.25,423.50
333.50,424.75
334.75,426.00
335.00,427.25
336.50,428.50
337.75,429.75
338.25,431.00
339.50,432.25
340.75,433.50
341.00,434.75
342.50,436.00
343.25,437.25
344.50,438.50
345.75,439.75
346.00,441.00
347.50,442.25
348.25,443.50
349.50,444.75
350.75,446.00
351.00,447.25
352.50,448.50
353.75,449.75
354.25,451.00
355.50,452.25
356.75,453.50
357.00,454.75
358.50,456.00
359.25,457.25
360.50,458.50
361.75,459.75
362.00,461.00
363.50,462.25
364.25,463.50
365.50,464.75
366.75,466.00
367.00,467.25
368.50,468.50
369.75,469.75
370.25,471.00
371.50,472.25
372.75,473.50
373.00,474.75
374.50,476.00
375.25,477.25
376.50,478.50
377.75,479.75
378.00,481.00
379.50,482.25
380.25,483.50
381.50,484.75
382.75,486.00
383.00,487.25
384.50,488.50
385.75,489.75
386.25,491.00
387.50,492.25
388.75,493.50
389.00,494.75
390.50,496.00
391.25,497.25
392.50,498.50
393.75,499.75
394.00,501.00
395.50,502.25
396.25,503.50
397.50,504.75
398.75,506.00
399.00,507.25
400.50,508.50
401.75,509.75
402.25,511.00
403.50,512.25
404.75,513.50
405.00,514.75
406.50,516.00
407.25,517.25
408.50,518.50
409.75,519.75
410.00,521.00
411.50,522.25
412.25,523.50
413.50,524.75
414.75,526.00
415.00,527.25
416.50,528.50
417.75,529.75
418.25,531.00
419.50,532.25
420.75,533.50
421.00,534.75
422.50,536.00
423.25,537.25
424.50,538.50
425.75,539.75
426.00,541.00
427.50,542.25
428.25,543.50
429.50,544.75
430.75,546.00
431.00,547.25
432.50,548.50
433.75,549.75
434.25,551.00
435.50,552.25
436.75,553.50
437.00,554.75
438.50,556.00
439.25,557.25
440.50,558.50
441.75,559.75
442.00,561.00
443.50,562.25
444.25,563.50
445.50,564.75
446.75,566.00
447.00,567.25
448.50,568.50
449.75,569.75
450.25,571.00
451.50,572.25
452.75,573.50
453.00,574.75
454.50,576.00
455.25,577.25
456.50,578.50
457.75,579.75
458.00,581.00
459.50,582.25
460.25,583.50
461.50,584.75
462.75,586.00
463.00,587.25
464.50,588.50
465.75,589.75
466.25,591.00
467.50,592.25
468.75,593.50
469.00,594.75
470.50,596.00
471.25,597.25
472.50,598.50
473.75,599.75
474.00,601.00
475.50,602.25
476.25,603.50
477.50,604.75
478.75,606.00
479.00,607.25
480.50,608.50
481.75,609.75
482.25,611.00
483.50,612.25
484.75,613.50
485.00,614.75
486.50,616.00
487.25,617.25
488.50,618.50
489.75,619.75
490.00,621.00
491.50,622.25
492.25,623.50
493.50,624.75
494.75,626.00
